국어국문학과 / 동양어학과 / 서양어학과 / 영어영문학과 / 통번역학과, 생활과 윤리 / 윤리와 사상 / 세계지리 / 동아시아사 / 세계사 / 사회·문화 / 제2외국어Ⅰ / 한문Ⅰ / 철학 / 논술 등,심화 국어/ 고전 읽기/ 영어권 문화/ 진로 영어/ 영미 문학 읽기/ 고전과 윤리/ 사회문제 탐구/ 제2외국어Ⅱ/ 한문Ⅱ 등,• 문학과 어학 관련 전공은 해당 언어에 대한 이해와 습득뿐만 아니라  해당 문화에 대한 폭넓은 정보와 지식이 필요해요. • 언어학 전공을 위해서는 꼼꼼하고 정확함이 요구되며  문학 전공은 자유롭고 창의적인 사고도 필요해요. • 어문학과는 현재 해당 언어에 능숙한지보다 해당 언어권의 문학  언어  문화 등 그 나라 전반에 관심이 있으면 충분해요. • 각 언어권 국가의 잠재력을 생각해보고 그 분야에서 자신의 진로를 설계해 본다면 보다 즐겁고 의미 있게 준비할 수 있을 거예요.,

