국어,화법과 작문,독서,문학,언어와 매체,실용 국어,심화 국어,고전 읽기
수학,수학Ⅰ,수학Ⅱ,미적분,확률과 통계,실용 수학,기하,경제 수학,수학과제 탐구,인공지능 수학
영어,영어 회화,영어Ⅰ,영어 독해와 작문,영어Ⅱ,실용 영어,영어권 문화,진로 영어,영미 문학 읽기
사회,한국지리,세계지리,세계사,동아시아사,경제,정치와 법,사회·문화,생활과 윤리,윤리와 사상,여행 지리,사회문제 탐구,고전과 윤리
과학,물리학Ⅰ,화학Ⅰ,생명과학Ⅰ,지구과학Ⅰ,물리학Ⅱ,화학Ⅱ,생명과학Ⅱ,지구과학Ⅱ,과학사,생활과 과학,융합과학
체육,체육,운동과 건강,스포츠 생활,체육 탐구
예술,음악,미술,연극,음악 연주,음악 감상과 비평,미술 창작,미술 감상과 비평
기술·가정,기술·가정,정보,농업 생명 과학,공학 일반,창의 경영,해양 문화와 기술,가정 과학,지식 재산 일반,인공지능 기초
제2외국어·한문,제2외국어Ⅰ,제2외국어Ⅱ,한문Ⅰ,한문Ⅱ
교양,철학,논리학,심리학,교육학,종교학,진로와 직업,보건 ,환경,실용 경제,논술,사회적 경제,호모 스토리텔리쿠스,민주시민,세계시민,문학적 감성과 상상력,인문학적 상상여행,생활과 창의성
